"","term","estimate","std_error","statistic","p_value","lower_ci","upper_ci"
"1863","DM$developer: Turner Broadcasting System, Inc.© & ™ Cartoon Network (s12)",0.223,0.514,0.434,0.664,-0.784,1.231
"1864","DM$developer: Twitter, Inc.",-0.158,0.569,-0.278,0.781,-1.273,0.957
"1865","DM$developer: Twitter, Inc.© 2012 Twitter, Inc.",-1.576,0.56,-2.817,0.005,-2.673,-0.479
"1866","DM$developer: Ubisoft© Ubisoft",-0.654,0.488,-1.34,0.18,-1.611,0.302
"1867","DM$developer: UbisoftUbisoft presents a Ubisoft Shanghai Production Michael Jackson The Experience iPad © 2011 Ubisoft Entertainment. All Rights Reserved. Ubisoft and Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries. �",0.636,0.826,0.77,0.441,-0.982,2.255
"1868","DM$developer: UC Mobile Ldt",0.471,0.596,0.79,0.429,-0.697,1.639
"1869","DM$developer: UC Mobile Limited© UCWwb inc.",-1.386,0.832,-1.666,0.096,-3.016,0.245
"1870","DM$developer: UC Mobile LimitedCopyright © 2012 UC Moble Inc",-0.961,0.68,-1.414,0.157,-2.294,0.371
"1871","DM$developer: UC Mobile LimitedCopyright © 2013 UCWeb Inc.",-1.525,0.526,-2.899,0.004,-2.556,-0.494
"1872","DM$developer: UCWeb Inc.",-1.817,0.567,-3.205,0.001,-2.929,-0.706
"1873","DM$developer: Uken Games",0.625,0.569,1.099,0.272,-0.489,1.739
"1874","DM$developer: Ultimate Guitar USA LLC",0.144,0.608,0.236,0.813,-1.049,1.336
"1875","DM$developer: Ultimate Guitar© 2011 Ultimate Guitar USA, LLC",-0.506,0.521,-0.972,0.331,-1.527,0.515
"1876","DM$developer: Unico Interactive Ltd.© 2012 Unico Interactive Ltd.",-0.994,0.516,-1.928,0.054,-2.005,0.017
"1877","DM$developer: Unidocs Inc.",0.764,0.863,0.885,0.376,-0.927,2.454
"1878","DM$developer: United Air Lines© 2011 United Continental Holdings, Inc.",-0.931,0.551,-1.689,0.091,-2.011,0.15
"1879","DM$developer: United Soft Media Verlag GmbH© 2010-2012 United Soft Media Verlag GmbH, Munich; Catan GmbH.",0.355,0.511,0.695,0.487,-0.646,1.356
"1880","DM$developer: Uppercut Games Pty Limited© 2011 Uppercut Games Pty Ltd",-0.258,0.566,-0.456,0.648,-1.367,0.85
"1881","DM$developer: Uppercut Games Pty Limited© Uppercut Games Pty Ltd",-2.685,0.519,-5.17,0,-3.703,-1.667
"1882","DM$developer: Userjoy Technology Co., Ltd.© 2012 UserJoy",-0.655,0.495,-1.323,0.186,-1.626,0.316
"1883","DM$developer: VANCL (Beijing) Technology Ltd., Co.© 凡客诚品（北京）科技有限公司",-0.444,0.683,-0.65,0.515,-1.783,0.894
"1884","DM$developer: Vector Unit",0.111,0.59,0.188,0.851,-1.046,1.268
"1885","DM$developer: Vector Unit Inc© 2011 Vector Unit Inc",0.179,0.525,0.341,0.733,-0.849,1.207
"1886","DM$developer: Viber Media Inc.© Viber Media, Inc.",-1.062,0.549,-1.934,0.053,-2.137,0.014
"1887","DM$developer: Viderea, Inc.© 2010-2011 Viderea, Inc.",-0.642,0.826,-0.778,0.437,-2.261,0.976
"1888","DM$developer: Viet Tran© Viet Tran",-0.382,0.518,-0.737,0.461,-1.397,0.634
"1889","DM$developer: Ville Makynen© 2012 Ville Mäkynen and Tuomas Mäkynen",0.646,0.826,0.782,0.435,-0.974,2.265
"1890","DM$developer: Vinegar, INC.© 2012 Vinegar Inc.",0.158,0.561,0.281,0.779,-0.943,1.258
"1891","DM$developer: Vision Objects© Vision Objects",-0.618,0.528,-1.171,0.242,-1.651,0.416
"1892","DM$developer: Visual Supply Company© 2012 Visual Supply Company",-0.71,0.552,-1.287,0.198,-1.791,0.371
"1893","DM$developer: Vito Technology Inc.© 2008-2012 Vito Technology Inc.",-0.373,0.506,-0.738,0.46,-1.365,0.618
"1894","DM$developer: Vito Technology Inc.© 2009-2012 Vito Technology Inc.",0.305,0.515,0.593,0.553,-0.703,1.314
"1895","DM$developer: Vito Technology Inc.© 2009-2012 Vito Technology, Inc.",-0.385,0.547,-0.705,0.481,-1.457,0.686
"1896","DM$developer: Vivid Games s.c.© 2012 Vivid Games S.A., all rights reserved. Real Boxing is a trade mark of Vivid Games S.A.",0.295,0.826,0.357,0.721,-1.324,1.914
"1897","DM$developer: Voxer LLCVoxer® is a registered trademark of Voxer IP, LLC. Copyright © 2010-2012 Voxer IP, LLC. All rights reserved.",-1.203,0.549,-2.19,0.029,-2.28,-0.126
"1898","DM$developer: W.Y.D Technology CO.,LTD.© W.Y.D Technology CO.,LTD.",-1.237,0.493,-2.512,0.012,-2.202,-0.272
"1899","DM$developer: waily chen© 2011-2012 chinaihs Inc.",0.024,0.518,0.047,0.963,-0.991,1.039
"1900","DM$developer: waily chen© 2011-2012 Chinaihs Inc.",0.106,0.533,0.198,0.843,-0.939,1.15
"1901","DM$developer: Walgreen Co.© 2012 Walgreen Co. All rights reserved",-1.267,0.551,-2.301,0.021,-2.346,-0.188
"1902","DM$developer: Walmart",0.365,0.599,0.61,0.542,-0.808,1.538
"1903","DM$developer: Walt Disney© 2010 Disney",0.329,0.617,0.534,0.594,-0.88,1.539
"1904","DM$developer: Walt Disney© 2011 Disney",-1.687,0.485,-3.481,0.001,-2.637,-0.737
"1905","DM$developer: Walt Disney© 2011 Playdom, Inc.",-0.564,0.495,-1.141,0.254,-1.534,0.405
"1906","DM$developer: Walt Disney© 2012 Disney",-0.938,0.48,-1.953,0.051,-1.88,0.003
"1907","DM$developer: Walt Disney© Disney 2012",-0.297,0.497,-0.598,0.55,-1.27,0.677
"1908","DM$developer: WANG GANG© Cool Rabbit Studio",-0.617,0.574,-1.075,0.282,-1.741,0.508
"1909","DM$developer: wang gang© Okeyen",-0.327,0.68,-0.481,0.631,-1.658,1.005
"1910","DM$developer: Wang Ge© OniArt Inc.",-2.301,0.5,-4.606,0,-3.28,-1.322
"1911","DM$developer: Wang Ge© OniArt.com",-2.474,0.5,-4.946,0,-3.454,-1.494
"1912","DM$developer: Wang Jian© qiushibaike.com",-0.166,0.548,-0.304,0.762,-1.24,0.907
"1913","DM$developer: wang ke© 阿贝克 Inc.",-0.083,0.83,-0.1,0.92,-1.711,1.544
"1914","DM$developer: wang lei© gisleister",-0.335,0.623,-0.538,0.591,-1.557,0.887
"1915","DM$developer: wang ni© 浏览器office公司",-2.569,0.552,-4.655,0,-3.65,-1.487
"1916","DM$developer: Wang Qi© @Longwei 2011",-0.974,0.55,-1.77,0.077,-2.052,0.104
"1917","DM$developer: Wang Qi© @Longwei2011",-0.116,0.547,-0.213,0.831,-1.188,0.956
"1918","DM$developer: Wang Ruzhang© GameBox",-3.369,0.501,-6.73,0,-4.35,-2.388
"1919","DM$developer: wang subo© pushGame",-0.136,0.549,-0.248,0.805,-1.212,0.94
"1920","DM$developer: WANG XI WENSunflower Studio Inc. ©",-2.099,0.533,-3.937,0,-3.144,-1.054
"1921","DM$developer: Wang Xi© 2012 Tako-Banana",0.61,0.825,0.739,0.46,-1.008,2.228
"1922","DM$developer: Wang Xiaodan© 2011 4Game Studios",-2.602,0.5,-5.208,0,-3.581,-1.623
"1923","DM$developer: Wang Xiaodan© 4Game Studios",-3.762,0.514,-7.322,0,-4.769,-2.755
"1924","DM$developer: Wang Xiaodan© Eyo games",-2.562,0.524,-4.887,0,-3.59,-1.535
"1925","DM$developer: Wang Xiaodan© Eyo Games",-2.713,0.489,-5.552,0,-3.671,-1.755
"1926","DM$developer: Wang Xiaodan© TOP Studio",-2.813,0.617,-4.558,0,-4.023,-1.603
"1927","DM$developer: wang yifu© Wang Yifu",-0.07,0.497,-0.141,0.888,-1.044,0.904
"1928","DM$developer: WANG YIN XIONG© 豆豆游",-0.727,0.681,-1.068,0.286,-2.062,0.608
"1929","DM$developer: WARCHEST LIMITEDCopyright ©2012 WarChest Limited. All Rights Reserved",0.147,0.507,0.291,0.771,-0.847,1.142
"1930","DM$developer: Warner Bros. Entertainment© 2012 Supergiant Games LLC. All rights reserved. WB GAMES LOGO, WB SHIELD: ™ and © Warner Bros. Entertainment Inc.",0.083,0.499,0.166,0.869,-0.896,1.061
"1931","DM$developer: Warner Bros. EntertainmentBATMAN: ARKHAM CITY LOCKDOWN software © Warner Bros. Entertainment Inc. Developed by NetherRealm Studios. Unreal® Engine, copyright 1998-2011 Epic Games, Inc. Unreal®, Unreal® Technology and the Powered by Unreal®",0.071,0.506,0.141,0.888,-0.92,1.062
"1932","DM$developer: Warner Bros. EntertainmentHarry Potter characters, names, and related indicia are trademarks of and © Warner Bros. Entertainment Inc. Harry Potter publishing rights © JKR WB Games Logo, WB Shield; ™ & © Warner Bros. Entertainment Inc. (s10",-0.304,0.516,-0.589,0.556,-1.315,0.707
"1933","DM$developer: Warner Bros. EntertainmentLEGO HARRY POTTER™: Years 5-7 software © 2012 TT Games Publishing Ltd. Produced by TT Games under license from the LEGO Group. LEGO, the LEGO logo, the Brick and the Knob configurations and the Minifigure are tradem",-0.172,0.515,-0.335,0.738,-1.181,0.836
"1934","DM$developer: Warner Bros. EntertainmentLEGO LEGENDS OF CHIMA: SPEEDORZ software © 2013 TT Games Publishing Ltd. Produced by TT Games under license from the LEGO Group. LEGO, the LEGO logo, the Brick and the Knob configurations and the Minifigure are tradem",-1.396,0.517,-2.701,0.007,-2.408,-0.383
"1935","DM$developer: Warner Bros. EntertainmentSCRIBBLENAUTS REMIX software © 2011 Warner Bros. Entertainment Inc. Developed by 5th Cell Media LLC and Iron Galaxy Studios, LLC. All other trademarks and copyrights are the property of their respective owners. All ri",-1.882,0.495,-3.798,0,-2.853,-0.91
"1936","DM$developer: waze© Waze Inc.",-0.701,0.622,-1.127,0.26,-1.921,0.519
"1937","DM$developer: WeatherBug by Earth Networks",0.153,0.563,0.272,0.786,-0.95,1.255
"1938","DM$developer: WebMD Health Corporation© 2010 WebMD, LLC.",-0.868,0.55,-1.578,0.115,-1.945,0.21
"1939","DM$developer: WebMD Health Corporation© 2012 WebMD, LLC",-1.722,0.551,-3.125,0.002,-2.802,-0.642
"1940","DM$developer: WebMD, LLC",0.244,0.598,0.409,0.683,-0.927,1.416
"1941","DM$developer: WEI HONG© 2012-2013",-0.785,0.832,-0.943,0.346,-2.415,0.846
"1942","DM$developer: WEI HONG© 最准最专业星座运势解读",-0.094,0.548,-0.172,0.863,-1.168,0.979
"1943","DM$developer: wei lin© linwei",-0.516,0.832,-0.619,0.536,-2.147,1.116
"1944","DM$developer: WEIDONG LI© 2012 Sanfarx",-0.001,0.548,-0.002,0.999,-1.075,1.074
"1945","DM$developer: Weikuan Zhou© CronlyGames",0.484,0.513,0.943,0.346,-0.522,1.489
"1946","DM$developer: Weilong Song© 2012 万象新天",-2.817,0.552,-5.105,0,-3.899,-1.736
"1947","DM$developer: Weilong Song© 万象新天出品",-3.052,0.551,-5.534,0,-4.132,-1.971
"1948","DM$developer: Weiyan Liu© 101 Apps",0.758,0.515,1.472,0.141,-0.251,1.766
"1949","DM$developer: Wells Fargo Bank© 2009-2013 Wells Fargo N.A. All rights reserved.",-0.006,0.549,-0.011,0.992,-1.082,1.07
"1950","DM$developer: Wen Yun Rong© roninWen",-0.166,0.524,-0.317,0.751,-1.193,0.861
"1951","DM$developer: Wen Yun Rong© RoninWen",-0.119,0.621,-0.191,0.848,-1.337,1.099
"1952","DM$developer: wenbo dong© wenbo",-0.184,0.545,-0.337,0.736,-1.253,0.885
"1953","DM$developer: WhatsApp Inc.© 2012 WhatsApp Inc.",-1.864,0.503,-3.704,0,-2.85,-0.878
"1954","DM$developer: Wikimedia Foundation",0.61,0.567,1.075,0.283,-0.502,1.721
"1955","DM$developer: William Sidell© Enchanted Cloud Studios",-0.26,0.522,-0.498,0.618,-1.283,0.763
"1956","DM$developer: Willie Humphrey© 2012 Willie Humphrey",-0.235,0.618,-0.38,0.704,-1.447,0.977
"1957","DM$developer: wilson lin© 2011-2012 Meerkat English",-0.436,0.571,-0.763,0.445,-1.555,0.684
"1958","DM$developer: wilson lin© 2012 Meerkat Classical Literature",-0.122,0.522,-0.233,0.816,-1.146,0.902
"1959","DM$developer: wilson lin© Thunder English Studio",-1.464,0.522,-2.803,0.005,-2.488,-0.44
"1960","DM$developer: Win Sheng Loh© 2012 Lifebelt",0.966,0.547,1.766,0.077,-0.106,2.039
"1961","DM$developer: Winlink Technology Information Co.,Ltd© 艾森软件有限公司",-0.201,0.571,-0.353,0.724,-1.32,0.918
"1962","DM$developer: WiseGecko Inc.© WiseGecko Inc.",-1.044,0.621,-1.682,0.093,-2.262,0.173
"1963","DM$developer: Wiselinc Inc© Wiselinc Inc 2012",-0.367,0.674,-0.544,0.587,-1.688,0.955
"1964","DM$developer: WISTONE ENTERTAINMENT CO LTD© WISTONE ENTERTAINMENT CO LTD",-2.016,0.509,-3.959,0,-3.014,-1.018
"1965","DM$developer: WithYou inc",1.418,0.617,2.297,0.022,0.208,2.629
"1966","DM$developer: Wiyun Cloud© 2012 Calvi Games Ltd.",-0.172,0.503,-0.342,0.732,-1.157,0.813
"1967","DM$developer: Wizards of the Coast LLC©2012 Wizards of the Coast LLC",-0.267,0.826,-0.323,0.747,-1.886,1.352
"1968","DM$developer: Wochacha Information Technology Co. Limited© 2010-2013 我查查信息技术(上海)有限公司",-2.439,0.551,-4.428,0,-3.519,-1.36
"1969","DM$developer: Wolfram Alpha LLC© 2012 Wolfram Alpha LLC",-0.693,0.573,-1.209,0.226,-1.817,0.43
"1970","DM$developer: Wolfram Alpha, LLC",0.848,0.567,1.497,0.134,-0.262,1.959
"1971","DM$developer: Wondershare Software Co., Ltd© 2012 Wondershare Software Co., Ltd.",-0.542,0.55,-0.985,0.325,-1.621,0.537
"1972","DM$developer: Wondershare Software Co., Ltd© 2012 Wondershare Software Co.,Ltd",-0.342,0.52,-0.658,0.51,-1.362,0.677
"1973","DM$developer: Wondershare Software Co., Ltd© 2012 Wondershare Software Lco,Ltd.",-0.081,0.527,-0.153,0.879,-1.114,0.953
"1974","DM$developer: Wooga",0.253,0.714,0.355,0.723,-1.146,1.652
"1975","DM$developer: wooga gmbh© 2011 Wooga GmbH",-0.261,0.496,-0.525,0.599,-1.234,0.712
"1976","DM$developer: Words Mobile",0.269,0.551,0.488,0.626,-0.811,1.349
"1977","DM$developer: World Wildlife Fund, Inc.© 2012 World Wildlife Fund",-1.519,0.54,-2.812,0.005,-2.578,-0.46
"1978","DM$developer: Worldstar LLC",0.626,0.603,1.037,0.3,-0.557,1.808
"1979","DM$developer: wu caiwen© wusoft",-0.757,0.548,-1.383,0.167,-1.831,0.316
"1980","DM$developer: Wu Qian© 2012 Shanghai Muhe",-0.593,0.825,-0.719,0.472,-2.21,1.024
"1981","DM$developer: Wu Qian© Shanghai MUHE Network",-1.616,0.528,-3.062,0.002,-2.65,-0.582
"1982","DM$developer: WuQiang Zuo© 当年明月",-0.141,0.829,-0.17,0.865,-1.766,1.484
"1983","DM$developer: WuQiang Zuo© iReading",0.009,0.622,0.015,0.988,-1.211,1.229
"1984","DM$developer: WuYou Tonglian Information Technology Co., Ltd.© 2012 imaishou.com",-2.288,0.552,-4.142,0,-3.371,-1.205
"1985","DM$developer: X6 Game",0.765,0.59,1.297,0.195,-0.391,1.92
"1986","DM$developer: Xia Tao© 2011-2012 Hustmobile Inc.",0.4,0.68,0.588,0.556,-0.933,1.734
"1987","DM$developer: Xiamen ETombo Technology Ltd.© 一宇通博",-0.035,0.547,-0.064,0.949,-1.108,1.037
"1988","DM$developer: Xiamen HaiBao Information Technoloy Co., Ltd.© 2012 Xiamen HaiBao Information Technology Co., Ltd.",-1.392,0.83,-1.677,0.094,-3.019,0.235
"1989","DM$developer: Xiamen Meitu Technology Co., Ltd.",-1.376,0.595,-2.311,0.021,-2.543,-0.209
"1990","DM$developer: Xiamen Meitu Technology Co., Ltd.© Xiamen Meitu Technology Co., Ltd.",-0.719,0.505,-1.422,0.155,-1.709,0.272
"1991","DM$developer: Xiamen Yidou Network Technology Co., Ltd.© Xiamen Yidou Network Technology Co., Ltd.",-0.248,0.499,-0.497,0.62,-1.226,0.73
"1992","DM$developer: Xiangfei Tu©2012 Xiangfei Tu.All Rights Reserved.",-3.948,0.83,-4.758,0,-5.574,-2.321
"1993","DM$developer: XiangJin Liu© 阿土妈妈工作室",-3.498,0.517,-6.769,0,-4.511,-2.485
"1994","DM$developer: XiangJin Liu© Gao7.com",-2.236,0.572,-3.911,0,-3.357,-1.115
"1995","DM$developer: Xiangjun Cheng© Xiangjun Cheng",0.093,0.548,0.17,0.865,-0.98,1.167
"1996","DM$developer: Xiangping Meng© SpringApps",0.066,0.681,0.098,0.922,-1.268,1.401
"1997","DM$developer: xianl ni© feiliugame",-1.728,0.493,-3.504,0,-2.694,-0.761
"1998","DM$developer: xianle ni© feiliugame",-1.579,0.51,-3.094,0.002,-2.579,-0.579
"1999","DM$developer: Xiaofei Tang© Jeff Tang",0.129,0.83,0.155,0.877,-1.499,1.756
"2000","DM$developer: Xin Gong© 2011 TongBan Studio",0.266,0.675,0.394,0.693,-1.057,1.59
"2001","DM$developer: Xin Zhao© FancyGames Technology Co.,Ltd",-0.02,0.826,-0.024,0.981,-1.639,1.599
"2002","DM$developer: XING YUAN CHEN© SIRI & CHEN",0.265,0.832,0.319,0.75,-1.364,1.895
"2003","DM$developer: xingguo fan© @afan",-1.225,0.519,-2.36,0.018,-2.242,-0.207
"2004","DM$developer: xingguo fan© guodegang",-0.799,0.53,-1.506,0.132,-1.838,0.241
"2005","DM$developer: xinhualvxing wangluofuwu youxiangongsi© 新华旅行网络服务有限公司",-2.264,0.624,-3.628,0,-3.487,-1.041
"2006","DM$developer: xiongjun wang© army",-0.283,0.832,-0.34,0.734,-1.913,1.348
"2007","DM$developer: Xu Hao© 成都品果科技有限公司",-0.262,0.545,-0.481,0.63,-1.33,0.806
"2008","DM$developer: Xu Hao© PinGuo Inc.",-2.436,0.543,-4.485,0,-3.501,-1.371
"2009","DM$developer: Xu Hao© Pinguo.Inc",0.202,0.551,0.367,0.714,-0.878,1.282
"2010","DM$developer: xu jiajia© shuangdao",-1.94,0.553,-3.51,0,-3.024,-0.857
"2011","DM$developer: XU LE© The Playforge",-0.059,0.826,-0.072,0.943,-1.678,1.559
"2012","DM$developer: Xu Sheng© copyright 2008-2012 21 Century Software,INC. All rights reserved",-0.701,0.682,-1.028,0.304,-2.037,0.636
"2013","DM$developer: Xu Sheng© copyright 2008-2012 21 centurysoft,Ltd, All right reserved",-0.767,0.831,-0.922,0.356,-2.396,0.863
"2014","DM$developer: Xu Ying© 广州华阅数码科技有限公司",-0.514,0.832,-0.618,0.537,-2.145,1.116
"2015","DM$developer: Xue Ming Kang© V433读赢网",-1.739,0.682,-2.549,0.011,-3.076,-0.402
"2016","DM$developer: xue wentao© 福州云顶网络科技",-1.122,0.509,-2.204,0.028,-2.121,-0.124
"2017","DM$developer: XUECHENG HUANG© 2012 - 2013 HXCheng Inc.",1.099,0.56,1.962,0.05,0.001,2.197
"2018","DM$developer: Xunlei Networking Technologies,Ltd© 2003-2011 Thunder Inc.",-0.014,0.547,-0.026,0.979,-1.087,1.058
"2019","DM$developer: Xunlei Networking Technologies,Ltd© 2003-2012 Thunder Inc.",-1.067,0.547,-1.951,0.051,-2.139,0.005
"2020","DM$developer: Yahoo! Inc.",0.85,0.576,1.475,0.14,-0.28,1.98
"2021","DM$developer: Yahoo!© 2012",0.38,0.572,0.665,0.506,-0.741,1.502
"2022","DM$developer: Yahoo!© 2012 Yahoo! Inc.",-0.959,0.681,-1.409,0.159,-2.293,0.375
"2023","DM$developer: Yan Feng© 2012 DesignLab, CAFA",-0.044,0.57,-0.076,0.939,-1.161,1.074
"2024","DM$developer: Yan Tang© 北京陌陌科技有限公司(momo tech)",-0.547,0.549,-0.996,0.319,-1.624,0.53
"2025","DM$developer: yan xing© (c)草庐软件",0.383,0.543,0.705,0.481,-0.682,1.448
"2026","DM$developer: yan zhang© 上海《理财周刊》传媒有限公司",-1.609,0.594,-2.707,0.007,-2.774,-0.444
"2027","DM$developer: Yan Zhen© Zhen Yan",-1.513,0.521,-2.906,0.004,-2.534,-0.492
"2028","DM$developer: Yanfeng Wang© 2012 Strong King",-1.136,0.502,-2.262,0.024,-2.12,-0.152
"2029","DM$developer: yang chen© 推动工作室",-0.814,0.683,-1.191,0.233,-2.153,0.525
"2030","DM$developer: yang chi yuen© Ailiao Technology Limited",-0.517,0.548,-0.943,0.346,-1.592,0.558
"2031","DM$developer: yang guangyuan© 2012 iwmgh.com",0.063,0.57,0.11,0.913,-1.055,1.18
"2032","DM$developer: Yang Liu© 2012 Lunchsoft Studio",0.045,0.59,0.077,0.939,-1.11,1.201
"2033","DM$developer: yangqi zhang© feiliugame",-1.143,0.508,-2.247,0.025,-2.139,-0.146
"2034","DM$developer: YANSHU SUN© miHoYo Co., Ltd.",0.221,0.826,0.268,0.789,-1.398,1.84
"2035","DM$developer: YAPING HAN© Amubox",-2.103,0.514,-4.092,0,-3.11,-1.096
"2036","DM$developer: Yelp, Inc.© Yelp, Inc 2011",-0.79,0.522,-1.514,0.13,-1.813,0.233
"2037","DM$developer: Yezh Studio© 2012 Yezh Studio",-0.258,0.564,-0.458,0.647,-1.364,0.847
"2038","DM$developer: Yifu Wang© Wang Yifu",-1.865,0.534,-3.492,0,-2.911,-0.818
"2039","DM$developer: Yigit Turkeri© 2012 Clover Game Studio",-2.168,0.541,-4.009,0,-3.227,-1.108
"2040","DM$developer: Yihong Zhou© 98pk游戏网",-0.74,0.494,-1.499,0.134,-1.707,0.227
"2041","DM$developer: YII UNIVERSAL ELITE LTD© Yii Studio",0.658,0.534,1.23,0.219,-0.39,1.705
"2042","DM$developer: YII UNIVERSAL ELITE LTD© YiiStudio",0.031,0.625,0.049,0.961,-1.194,1.256
"2043","DM$developer: Yijie Ni© The One J",-0.5,0.513,-0.974,0.33,-1.505,0.506
"2044","DM$developer: Yiming Shen© 2012 Clover",-0.874,0.571,-1.531,0.126,-1.993,0.245
"2045","DM$developer: Yiming Shen© Clover 2012",-0.871,0.574,-1.517,0.129,-1.997,0.255
"2046","DM$developer: YIN XUE© Blux Touch",0.192,0.832,0.231,0.817,-1.439,1.823
"2047","DM$developer: Yinyuechangxiang Network Technology (Beijing) Co Ltd© 音悦畅想网络科技(北京)有限公司",-0.956,0.552,-1.734,0.083,-2.038,0.125
"2048","DM$developer: YiQi Dong© 易奇八字",-1.048,0.57,-1.84,0.066,-2.165,0.069
"2049","DM$developer: Yiyi Shen© YY APP",-0.313,0.623,-0.503,0.615,-1.534,0.907
"2050","DM$developer: YIYUN ZHUANG© 2012 YWQC Studio",-0.602,0.68,-0.886,0.376,-1.935,0.731
"2051","DM$developer: Yo Hua© 唯美娱文化产品",-0.188,0.551,-0.341,0.733,-1.268,0.892
"2052","DM$developer: Yodo1, LTD© Yodo1,LTD",-0.666,0.491,-1.357,0.175,-1.628,0.296
"2053","DM$developer: YOKA (BEIJING) NETWORK TECHNOLOGY CO., LTD.Copyright © 2006-2011 Yoka.com, All rights reserved.",-1.068,0.682,-1.566,0.117,-2.405,0.269
"2054","DM$developer: YOKA (BEIJING) NETWORK TECHNOLOGY CO., LTD.Copyright © 2006-2012 Yoka.com, All rights reserved.",-0.861,0.621,-1.386,0.166,-2.078,0.357
"2055","DM$developer: Yolu Co., Ltd.© Yolu Co., Ltd.",-1.199,0.831,-1.444,0.149,-2.828,0.429
"2056","DM$developer: Yongche Inc© 2012 Yongche Inc",-1.938,0.561,-3.457,0.001,-3.037,-0.839
"2057","DM$developer: Yongchuanghongyang.LLC© 2012 aigaosu.com",-1.081,0.68,-1.59,0.112,-2.413,0.252
"2058","DM$developer: Yongkai Lei© VirtueSoft.com",-0.675,0.542,-1.245,0.213,-1.738,0.387
"2059","DM$developer: YouGuo Networking Technology Co., Ltd.© PokerJoin.com",-0.846,0.564,-1.499,0.134,-1.952,0.26
